match,round,player_choice,computer_choice,id,treatment,perfect_quiz
3,4,B,B,1053,24,1
4,1,A,A,391,15,1
2,2,A,B,518,21,1
5,10,A,A,1333,23,1
3,6,B,B,257,15,1
3,7,B,B,611,19,1
3,9,A,A,950,15,1
4,1,A,B,989,9,0
2,1,B,B,1074,24,1
3,6,A,B,1215,7,1
3,6,B,B,298,21,1
3,8,B,B,298,21,1
3,9,B,B,298,21,1
3,6,B,A,579,23,1
2,3,B,B,298,21,1
5,5,B,B,208,15,1
4,5,B,B,278,20,0
4,2,B,B,839,23,1
3,4,A,B,5,24,1
4,4,B,B,624,19,1
5,8,B,B,1500,19,1
2,4,B,B,699,21,0
3,5,B,B,163,7,1
5,5,B,B,1246,15,1
3,3,A,A,365,19,1
5,5,B,B,1578,15,1
5,1,B,A,1457,23,1
4,1,A,A,988,24,1
4,1,A,A,913,23,1
2,3,B,B,396,20,0
2,1,B,A,318,7,1
5,10,B,B,454,20,1
1,1,A,A,1250,19,0
5,9,B,B,176,21,1
2,1,B,A,948,7,1
5,5,B,B,297,15,0
5,9,A,A,1479,19,1
5,5,A,B,1413,21,0
4,3,B,B,297,15,0
4,1,A,B,297,15,0
4,1,B,A,149,24,1
3,1,A,A,1316,24,1
3,2,A,A,640,15,1
3,2,B,B,505,20,1
5,1,B,B,111,9,1
3,1,A,A,1057,23,1
4,2,A,B,185,20,1
1,1,B,A,734,23,1
3,5,B,B,320,23,1
3,5,B,B,162,21,0
4,1,B,A,298,21,1
3,7,A,A,671,24,1
4,5,A,B,855,21,0
4,3,B,B,412,20,1
4,2,B,A,1458,20,0
4,1,B,A,585,24,1
4,4,A,B,308,24,1
4,4,A,B,888,23,0
3,4,B,B,28,20,1
4,5,B,B,1275,19,1
3,7,B,B,1144,15,0
3,9,A,B,494,19,1
5,7,A,A,81,23,1
5,4,A,B,1520,15,0
3,1,B,A,203,24,1
1,1,B,B,672,20,1
4,5,B,B,296,23,1
3,1,B,A,559,15,0
3,5,B,B,296,23,1
5,6,A,B,207,15,0
3,6,A,A,374,24,1
2,2,B,B,296,23,1
5,11,B,B,1473,15,0
3,9,B,B,1459,21,1
3,2,B,B,726,9,1
3,8,B,A,1014,15,1
5,11,A,A,897,20,0
2,1,B,B,203,24,1
3,4,B,A,749,23,1
3,8,B,B,840,24,1
4,2,A,A,591,23,1
5,5,A,B,1519,20,0
5,11,A,B,1579,23,0
5,2,A,A,1276,23,1
2,1,B,B,47,20,1
2,2,A,A,12,19,0
5,9,B,B,1481,20,0
5,11,B,B,1009,23,1
4,3,B,B,252,20,1
2,4,B,B,1322,15,1
4,3,B,A,1422,20,0
5,7,B,A,351,20,1
1,1,B,B,905,20,1
3,3,B,B,1178,23,1
4,4,A,B,600,21,1
5,9,B,B,1218,24,0
2,3,B,A,149,24,1
4,3,B,B,1373,20,0
5,3,B,B,1113,24,1
5,7,B,B,295,15,1
5,1,A,A,295,15,1
5,4,A,A,295,15,1
5,5,B,A,295,15,1
4,1,B,B,1514,15,1
3,9,B,B,295,15,1
3,3,B,B,295,15,1
5,2,B,A,601,23,0
3,1,A,B,295,15,1
3,6,B,B,1249,9,1
5,1,A,A,165,24,1
3,1,B,B,1118,9,1
4,5,B,B,984,24,1
3,4,B,B,673,21,1
2,1,A,A,189,24,1
4,3,A,B,174,20,1
5,11,B,B,1532,24,1
3,9,A,B,196,19,1
3,9,A,A,80,23,1
5,7,B,B,299,21,1
2,4,A,A,358,23,1
3,1,B,A,53,7,1
3,9,B,A,91,23,1
4,4,B,B,983,24,1
2,1,A,B,1195,23,1
3,5,A,B,44,19,1
3,4,B,A,296,23,1
2,2,B,B,844,15,1
3,2,B,B,324,20,1
2,2,B,B,772,7,1
5,5,A,A,389,24,1
3,3,B,B,96,20,1
3,6,A,A,945,21,1
3,1,A,A,1506,23,1
3,1,B,A,262,24,0
5,1,A,A,294,7,1
4,2,B,B,1124,7,1
4,3,A,A,1345,19,1
5,8,A,A,1303,24,1
5,4,A,A,663,23,1
5,1,B,B,1063,15,1
3,1,A,B,1384,24,1
2,2,A,B,185,20,1
4,5,B,B,1092,7,1
3,8,B,A,733,15,1
4,3,B,B,821,15,0
1,1,B,B,781,15,0
5,7,A,B,622,19,0
3,3,B,B,485,9,1
3,5,A,B,1097,9,0
5,9,A,A,219,21,1
3,3,B,B,310,24,0
2,2,B,B,28,20,1
5,3,A,A,445,21,1
4,2,A,B,445,21,1
4,4,B,A,1312,24,0
5,3,B,B,259,21,1
5,3,B,A,293,23,1
5,1,A,A,1524,19,0
3,8,B,B,818,24,1
5,11,B,B,991,21,0
5,7,B,B,1483,24,1
3,4,B,B,293,23,1
2,1,A,A,1411,19,1
2,1,B,A,367,19,0
3,6,B,B,125,15,1
5,10,B,B,1148,21,0
2,1,A,B,1428,9,1
5,8,B,B,143,20,1
3,6,B,B,1297,15,1
3,7,B,B,184,15,0
3,3,B,B,390,9,0
5,10,B,B,947,24,0
5,9,B,B,774,21,0
5,9,B,B,335,19,0
5,5,A,B,1545,23,1
5,10,B,A,154,20,1
3,5,A,B,389,24,1
2,1,B,B,599,15,0
3,4,B,B,1459,21,1
3,4,B,B,1381,23,1
3,1,A,A,99,19,1
5,9,A,A,1321,19,0
4,1,A,A,292,7,1
3,2,A,A,292,7,1
3,4,A,A,292,7,1
4,1,B,A,720,9,1
3,9,A,B,1400,23,1
2,2,A,A,1423,23,0
3,6,A,A,708,23,1
5,1,B,B,166,9,1
5,10,B,B,1239,23,0
2,2,A,B,672,20,1
5,1,B,B,1201,9,1
1,1,A,A,1601,19,0
1,1,A,B,42,9,1
3,8,A,B,424,24,0
5,10,B,B,490,20,1
4,2,B,B,624,19,1
3,5,B,B,577,9,1
5,1,A,B,1177,15,1
5,11,B,A,308,24,1
4,3,B,B,227,21,1
5,3,B,B,291,24,1
5,5,B,B,291,24,1
5,9,B,B,291,24,1
5,1,B,A,291,24,1
5,11,B,B,291,24,1
5,8,A,B,1545,23,1
5,4,B,B,1519,20,0
5,3,A,A,921,24,1
3,7,B,B,291,24,1
3,2,B,A,1027,24,0
4,1,B,A,1497,7,0
3,4,A,B,1262,9,0
3,3,A,A,889,19,1
5,8,B,B,830,15,1
3,7,A,A,10,24,1
4,1,A,B,402,9,0
5,2,B,B,298,21,1
2,1,B,A,1235,21,1
5,4,B,B,972,19,1
4,1,A,A,1506,23,1
5,5,A,A,747,19,1
5,4,A,B,335,19,0
5,10,A,A,1374,23,1
4,5,A,B,1492,7,0
5,9,B,B,425,21,1
3,9,B,A,58,23,1
5,5,A,B,290,23,0
5,8,A,B,290,23,0
4,5,B,B,290,23,0
2,1,B,A,732,24,0
3,7,A,B,290,23,0
3,3,A,B,14,15,0
1,1,A,B,1087,23,0
4,5,A,A,986,19,1
5,6,A,A,1411,19,1
3,3,B,B,1511,20,1
3,7,B,B,565,20,1
4,3,A,B,368,20,1
3,5,A,B,306,7,1
3,4,B,B,576,24,1
3,7,B,B,150,15,1
3,5,B,B,1432,9,0
5,10,B,B,344,15,1
4,5,B,B,1079,23,0
3,5,B,B,1133,9,1
2,4,A,B,14,15,0
2,2,A,A,449,19,1
2,2,B,B,699,21,0
5,10,A,B,289,19,1
5,9,A,B,289,19,1
5,3,B,B,289,19,1
5,7,B,B,289,19,1
3,9,B,B,262,24,0
5,9,B,B,590,15,0
1,1,B,A,573,23,1
4,2,A,B,289,19,1
3,8,A,A,289,19,1
3,7,A,A,289,19,1
5,2,A,A,413,20,1
2,1,B,A,289,19,1
2,2,B,B,523,20,1
4,3,B,B,314,21,0
5,7,A,A,675,24,1
4,2,B,B,177,23,1
5,7,B,B,1383,21,1
3,3,B,B,280,19,1
2,1,A,A,1574,7,0
2,2,B,B,824,21,1
4,5,B,B,1565,23,1
2,1,B,A,153,7,0
5,6,B,B,1442,21,1
1,1,A,A,1310,23,0
3,7,B,B,1564,20,1
1,1,A,B,1393,15,1
5,6,B,B,367,19,0
4,2,B,B,368,20,1
3,1,A,B,861,21,1
5,7,A,A,209,24,1
5,1,A,B,288,23,1
2,4,B,B,340,20,1
3,9,A,A,1248,24,1
4,1,A,B,288,23,1
2,2,B,B,1275,19,1
3,2,A,A,288,23,1
3,1,A,A,288,23,1
2,1,A,A,288,23,1
5,11,B,B,1513,24,1
5,1,A,A,392,15,1
3,6,B,B,1307,24,1
3,1,B,A,12,19,0
3,9,B,B,1375,21,0
2,1,A,A,727,7,1
5,8,B,B,934,21,1
3,2,B,B,1207,23,1
2,1,A,A,1568,19,1
5,2,B,B,1027,24,0
3,5,B,B,1270,20,1
4,2,B,A,359,19,1
4,1,A,A,1573,20,0
4,1,A,A,35,19,1
2,1,B,A,345,15,1
4,1,A,A,181,15,1
4,1,B,B,1249,9,1
5,5,B,B,1074,24,1
4,1,B,B,84,21,1
3,3,B,B,1540,24,0
5,1,A,A,829,24,1
3,6,B,B,256,20,0
4,1,B,A,287,9,0
5,1,B,A,700,24,1
3,2,B,B,287,9,0
2,2,A,A,904,19,0
2,1,A,A,128,7,0
4,3,B,B,960,21,0
2,1,A,A,876,20,1
4,3,B,B,102,19,0
4,4,B,B,1240,23,1
5,1,A,B,1521,9,0
4,3,B,A,594,15,1
3,7,A,B,1471,19,0
3,8,B,B,460,21,1
3,6,B,B,1396,21,0
3,1,B,B,1049,15,1
4,4,B,B,947,24,0
3,5,A,B,796,21,1
5,4,B,B,274,20,0
5,8,A,B,1158,15,1
2,1,A,A,1153,21,0
2,3,B,A,445,21,1
3,2,A,B,286,7,0
2,2,B,B,166,9,1
3,3,B,B,946,7,0
2,1,A,B,458,20,0
3,3,B,B,864,15,0
3,8,B,B,384,20,0
4,1,B,B,1585,9,1
4,1,B,A,503,7,1
3,4,B,B,681,23,1
3,6,B,B,660,20,1
4,3,A,A,1236,21,0
4,4,B,B,791,19,1
3,1,A,B,140,15,1
5,4,B,B,421,19,1
5,1,B,A,34,23,1
5,3,B,B,729,23,0
2,4,B,B,1125,15,1
3,6,B,A,700,24,1
5,7,A,A,935,24,1
2,2,B,B,1293,24,1
5,7,B,A,1493,21,1
4,4,B,B,829,24,1
5,1,A,B,1356,9,1
5,1,B,A,1004,21,0
4,2,B,B,285,9,1
5,2,B,B,1553,19,1
3,9,A,A,1229,19,1
4,4,B,B,285,9,1
3,9,B,B,168,15,0
4,1,A,A,434,9,1
2,1,B,B,285,9,1
5,1,B,B,462,21,1
5,5,A,A,957,23,0
3,7,B,B,277,24,0
5,7,B,B,1159,19,0
2,3,B,A,1547,23,0
3,4,B,A,816,15,1
5,11,B,B,1308,21,0
3,2,B,B,1228,21,1
3,4,A,B,369,21,1
4,4,B,B,833,19,0
2,1,A,A,718,15,1
1,1,A,B,1257,21,0
3,3,B,B,850,15,1
4,4,A,B,1364,23,1
3,1,B,A,1069,19,1
5,11,A,B,488,23,1
4,5,B,B,1399,15,1
3,4,A,B,184,15,0
3,2,A,A,633,24,1
3,1,A,A,102,19,0
5,7,B,B,284,21,1
3,3,B,B,929,15,1
5,9,A,B,284,21,1
4,4,A,A,193,23,1
1,1,B,A,1049,15,1
3,3,A,B,284,21,1
2,4,B,B,284,21,1
5,5,A,A,1390,19,1
3,9,B,B,1036,19,0
5,3,B,B,1225,20,1
5,4,B,B,1255,23,1
1,1,B,A,846,20,0
5,2,A,B,495,20,1
5,1,A,A,629,23,0
3,8,B,B,661,21,1
3,2,B,B,901,7,0
5,9,A,A,1411,19,1
4,2,B,B,1157,23,0
4,2,A,A,1317,19,0
1,1,B,A,1498,24,1
5,11,B,B,781,15,0
5,4,A,A,189,24,1
5,10,B,B,1223,19,0
4,1,B,B,598,9,1
2,1,A,A,312,21,1
1,1,B,A,178,19,1
4,1,B,B,283,9,0
4,4,B,B,283,9,0
4,1,A,A,429,19,0
4,3,A,A,467,24,1
2,2,B,A,283,9,0
3,2,B,B,1131,9,1
3,6,B,B,110,9,1
3,2,B,A,41,7,1
3,3,A,A,1057,23,1
3,7,B,B,1258,15,0
3,1,B,B,1249,9,1
4,2,B,B,417,9,0
1,1,A,B,1408,9,0
5,5,A,B,568,19,1
5,10,A,B,271,15,1
5,11,A,A,913,23,1
5,10,A,B,373,19,1
1,1,A,A,502,7,0
4,5,B,A,888,23,0
5,11,B,B,1453,15,0
5,7,A,A,182,20,0
5,8,B,B,297,15,0
2,1,A,A,965,15,1
5,3,A,A,1524,19,0
3,2,A,A,747,19,1
5,5,A,B,299,21,1
2,1,A,B,1064,20,1
3,4,A,A,282,7,1
2,3,A,B,79,23,1
5,2,A,A,1213,19,0
3,1,A,A,703,24,1
3,2,B,B,1311,9,1
5,9,B,B,1541,15,1
4,4,A,A,638,19,1
5,2,A,B,1510,15,0
3,1,A,A,471,19,1
5,2,A,B,1154,15,0
5,7,B,B,833,19,0
1,1,A,A,1502,7,1
3,1,A,A,439,7,0
5,6,B,A,1093,24,0
2,2,B,B,805,9,1
5,5,A,A,246,15,1
5,11,B,B,575,20,0
5,9,A,B,281,24,1
1,1,A,B,204,24,0
2,2,A,A,195,23,1
4,4,B,B,1315,20,1
4,5,B,B,281,24,1
3,1,B,B,915,9,0
4,3,A,B,281,24,1
5,4,A,A,654,19,1
5,6,A,B,951,20,1
3,3,A,B,281,24,1
3,1,B,A,281,24,1
3,5,A,A,1353,19,0
5,5,B,B,1565,23,1
3,3,B,B,245,20,1
4,2,A,B,48,7,0
5,8,B,B,759,15,1
1,1,A,B,314,21,0
4,2,A,B,1,9,1
5,9,A,A,347,23,1
5,9,B,B,1152,19,0
5,9,A,A,3,24,1
3,9,A,A,552,23,1
4,5,B,A,1056,23,1
3,6,A,B,598,9,1
3,3,A,A,837,19,1
2,1,B,A,1478,20,1
4,2,A,A,588,19,1
5,2,B,B,112,19,1
5,3,A,A,1290,19,1
4,5,A,B,589,23,0
5,4,B,B,1340,20,1
3,6,B,B,1192,21,1
3,3,B,A,1497,7,0
2,3,B,B,1286,20,0
5,3,A,B,280,19,1
5,11,B,B,1004,21,0
4,4,B,B,280,19,1
3,4,A,B,280,19,1
3,7,A,B,280,19,1
5,9,B,B,270,15,0
5,11,B,B,530,20,1
3,8,B,B,531,21,1
3,2,A,A,1529,7,1
5,10,B,B,1228,21,1
2,2,B,B,386,21,1
4,4,B,B,377,7,1
4,1,B,B,575,20,0
3,7,B,B,1068,20,1
5,11,B,B,672,20,1
3,3,A,B,515,15,1
5,1,B,B,475,9,1
5,4,B,A,546,15,0
5,1,A,B,370,9,1
5,8,B,B,1073,21,1
5,1,A,B,767,15,0
5,5,B,B,817,20,1
3,4,A,A,804,7,1
5,8,B,B,284,21,1
3,1,B,B,161,21,1
5,1,A,B,279,9,1
2,2,A,A,1056,23,1
4,3,A,B,559,15,0
3,6,B,B,279,9,1
3,2,A,A,1001,24,1
2,4,B,B,594,15,1
5,1,A,A,261,19,1
4,4,B,A,1450,24,1
3,9,B,B,498,24,1
3,2,B,B,715,7,1
3,2,B,B,1452,7,1
5,10,A,B,600,21,1
3,4,B,B,656,19,1
3,7,B,B,337,19,1
3,4,B,B,276,7,0
2,3,B,B,656,19,1
3,3,B,B,393,15,1
3,7,A,A,1269,19,1
5,3,B,B,278,20,0
5,9,A,B,278,20,0
5,11,B,B,278,20,0
1,1,A,A,1436,24,1
2,3,A,B,406,15,1
2,1,A,B,712,21,1
2,2,A,A,910,20,0
3,6,B,B,278,20,0
3,8,A,B,278,20,0
2,3,B,B,623,24,1
1,1,A,B,141,9,1
4,3,A,B,1523,21,1
5,8,B,B,1084,24,1
5,9,A,A,884,15,1
2,3,A,A,152,19,1
5,5,B,B,296,23,1
1,1,B,A,393,15,1
4,5,B,B,286,7,0
2,1,A,A,1028,7,0
3,6,B,A,467,24,1
5,1,A,A,452,24,0
4,1,A,B,1071,21,0
3,5,A,A,665,7,0
4,3,A,B,466,24,1
2,3,B,B,1472,15,1
4,3,B,B,1291,20,1
2,4,A,A,29,15,1
4,2,A,A,1213,19,0
4,2,A,A,193,23,1
5,10,A,B,613,19,0
3,6,B,B,845,23,1
3,1,B,A,1045,19,1
4,3,B,B,616,9,1
5,9,B,B,1435,23,1
5,2,A,A,315,23,0
3,5,B,B,960,21,0
2,1,A,A,157,19,1
4,4,B,B,1088,23,1
2,2,B,B,1010,20,1
3,7,A,A,423,19,1
3,4,A,B,218,15,1
3,8,A,B,277,24,0
2,3,B,B,203,24,1
2,3,A,B,277,24,0
2,1,B,A,988,24,1
3,2,A,B,720,9,1
4,2,A,A,1279,7,1
3,6,A,B,474,23,1
3,5,B,B,1362,15,1
2,3,A,B,903,23,0
5,8,B,B,404,23,0
4,1,B,A,86,23,0
5,8,A,B,583,24,1
5,1,B,A,1219,21,1
3,1,B,A,1287,15,1
5,3,B,B,705,20,0
4,2,A,B,902,15,1
4,4,A,B,62,7,1
5,4,B,B,262,24,0
3,8,B,B,660,20,1
5,10,B,B,593,21,0
3,9,A,B,394,24,1
5,3,A,A,440,24,1
3,1,A,A,1269,19,1
1,1,A,A,103,19,1
3,3,A,B,1598,21,1
2,1,B,A,1457,23,1
3,6,B,B,1434,7,1
4,4,A,A,276,7,0
4,5,B,B,1473,15,0
4,5,B,B,1161,9,1
5,6,A,B,1094,19,1
5,7,A,A,331,23,1
4,2,A,B,1090,21,0
4,3,B,B,149,24,1
2,3,B,B,1456,21,1
3,5,A,A,115,9,1
4,2,A,A,751,7,1
4,1,B,A,696,21,1
3,2,B,B,448,9,0
5,7,B,B,1366,20,1
3,7,A,B,1099,19,1
3,9,A,A,858,19,0
4,5,B,B,110,9,1
4,4,A,B,1373,20,0
5,7,B,B,565,20,1
2,4,A,B,666,21,1
5,10,B,B,124,15,0
4,4,A,A,803,23,1
5,1,A,A,1594,7,0
2,4,A,B,275,24,1
4,2,B,B,906,20,1
2,1,B,A,613,19,0
5,2,B,B,217,19,1
5,11,B,B,934,21,1
3,7,B,B,1221,23,1
5,1,A,B,1573,20,0
5,10,A,B,1275,19,1
5,4,B,B,411,15,1
2,1,B,B,1583,21,1
4,4,B,B,475,9,1
5,7,A,B,613,19,0
3,1,A,A,109,23,1
5,5,B,B,274,20,0
4,2,B,B,274,20,0
4,5,B,B,274,20,0
2,2,B,B,102,19,0
3,6,B,B,952,23,0
3,3,B,B,1049,15,1
4,1,A,B,1536,23,1
2,3,B,B,274,20,0
3,4,B,B,1448,20,1
5,4,B,B,26,21,1
3,2,A,B,822,23,0
3,8,B,B,578,15,0
5,6,B,B,500,24,1
5,10,B,B,1560,24,0
5,1,B,B,1136,21,0
5,9,B,B,91,23,1
4,2,A,B,984,24,1
5,4,B,A,681,23,1
3,5,A,A,1561,19,0
5,8,B,B,1593,20,0
5,9,A,B,162,21,0
4,3,A,B,1482,19,1
4,4,B,B,1417,9,1
5,1,B,B,916,21,1
5,4,A,B,985,24,1
5,3,A,B,334,24,1
5,2,A,A,629,23,0
3,6,A,B,1082,9,1
2,3,A,B,1221,23,1
5,2,A,A,341,19,1
4,1,B,A,1017,7,0
4,1,B,A,1468,23,0
5,4,B,B,896,15,0
2,4,A,A,735,19,0
2,4,A,B,273,19,1
2,1,A,A,273,19,1
3,2,B,B,1378,15,1
3,5,B,B,840,24,1
5,1,A,A,1085,23,1
1,1,B,A,7,7,1
5,10,A,A,539,24,1
3,2,B,B,541,15,1
5,6,B,B,52,24,0
3,8,B,B,710,23,0
4,3,B,B,437,21,1
5,4,B,B,116,23,0
3,2,B,B,299,21,1
4,5,B,A,184,15,0
2,1,A,B,989,9,0
3,6,B,B,1378,15,1
2,4,A,A,916,21,1
2,2,B,B,1002,20,0
5,10,B,B,1306,21,0
3,6,A,A,1319,7,1
5,1,A,A,1184,21,1
2,1,B,A,216,7,1
5,3,A,A,627,24,1
2,1,A,A,275,24,1
3,3,B,B,1583,21,1
3,4,B,B,590,15,0
5,10,A,A,366,20,1
5,10,B,B,272,23,1
5,2,B,B,272,23,1
5,7,B,B,272,23,1
4,2,A,B,272,23,1
3,3,A,B,272,23,1
5,6,A,B,234,24,1
1,1,A,A,1540,24,0
1,1,A,B,1145,21,1
3,8,B,B,898,20,1
4,5,B,B,63,15,1
4,5,B,B,934,21,1
3,2,B,B,1453,15,0
3,1,B,A,511,7,1
3,5,A,B,437,21,1
3,6,B,B,539,24,1
5,1,A,A,207,15,0
5,7,A,B,271,15,1
3,9,B,B,926,23,1
3,5,B,B,799,9,1
4,4,A,B,221,20,0
5,1,A,B,271,15,1
3,6,A,B,1472,15,1
5,8,B,B,892,19,1
3,1,A,A,1477,24,1
4,3,B,B,1240,23,1
3,5,B,B,847,15,1
2,3,B,B,781,15,0
4,1,B,A,170,20,0
5,1,A,B,856,24,0
3,8,B,B,941,21,0
3,1,A,A,631,9,1
5,3,B,B,560,19,1
4,5,B,B,734,23,1
2,2,B,B,1199,9,0
3,6,B,B,277,24,0
3,4,B,A,19,21,1
5,7,B,B,1013,20,1
4,2,B,B,1455,15,0
5,10,A,B,564,20,1
3,9,B,B,1188,21,0
5,10,B,B,992,20,1
3,1,A,B,697,9,1
3,2,B,A,886,7,0
3,8,A,B,985,24,1
5,1,A,A,270,15,0
5,5,B,B,270,15,0
2,3,A,A,1582,19,0
2,4,A,B,359,19,1
3,4,A,B,453,24,0
4,1,A,B,270,15,0
4,3,A,A,1214,19,0
4,5,A,B,710,23,0
3,7,A,B,1252,24,0
2,4,A,A,629,23,0
3,6,B,B,1493,21,1
5,10,B,B,1578,15,1
5,10,A,A,81,23,1
3,4,B,B,235,15,1
5,3,B,B,393,15,1
1,1,A,A,986,19,1
3,3,B,B,1548,15,0
5,2,B,B,180,23,1
1,1,A,A,772,7,1
3,2,A,B,455,9,0
3,3,A,A,1046,24,0
5,2,B,B,410,15,1
3,3,A,A,413,20,1
2,3,B,B,31,21,0
3,9,B,B,1121,15,1
4,2,B,B,199,21,1
3,4,B,B,295,15,1
3,4,B,B,1464,9,0
2,2,B,B,363,20,1
3,6,A,A,1214,19,0
4,2,B,B,219,21,1
2,4,B,B,407,24,0
5,8,B,B,269,19,1
5,4,B,B,269,19,1
4,4,B,B,1148,21,0
5,10,B,B,269,19,1
5,1,B,A,644,9,1
2,1,A,B,237,15,1
2,1,A,A,269,19,1
3,1,A,B,824,21,1
5,6,B,B,1291,20,1
3,5,B,B,572,23,0
3,6,B,B,16,9,1
4,3,B,B,1066,9,1
3,5,B,B,2,21,0
2,2,A,A,607,19,1
5,1,B,B,454,20,1
2,1,A,A,1310,23,0
3,7,B,B,893,20,0
5,10,B,B,108,15,0
5,2,A,B,682,15,1
3,3,B,B,334,24,1
2,2,B,A,1220,9,1
3,9,A,B,144,15,1
5,11,B,B,972,19,1
3,6,A,B,317,9,0
2,3,A,A,571,23,1
2,3,B,B,37,24,1
5,11,B,B,1459,21,1
5,11,A,B,215,19,0
3,7,B,B,268,15,1
5,6,A,B,429,19,0
2,1,B,B,268,15,1
5,4,B,B,922,23,1
3,5,A,A,1409,23,1
5,11,B,B,489,20,1
3,2,A,B,738,7,1
2,3,B,B,1379,15,1
3,2,A,B,690,24,0
5,8,A,A,783,19,1
5,3,B,B,1571,15,0
4,4,A,B,1207,23,1
5,9,B,B,476,24,1
2,1,B,A,1243,7,0
4,4,B,B,1447,9,0
3,4,A,A,1386,24,1
4,2,B,B,55,9,1
5,1,B,B,593,21,0
3,9,B,B,274,20,0
3,3,A,B,725,7,1
2,3,A,A,1303,24,1
5,1,B,B,267,21,1
3,1,A,A,1404,9,1
2,3,B,B,1049,15,1
3,1,A,A,1352,20,1
4,4,A,B,1020,9,0
4,3,A,A,261,19,1
3,4,A,A,6,19,0
3,1,B,A,408,7,1
5,6,B,B,1565,23,1
5,8,B,B,1089,21,1
4,1,A,B,218,15,1
1,1,B,B,1068,20,1
2,2,A,A,680,7,0
5,8,B,B,29,15,1
5,11,B,B,1491,21,1
3,7,B,B,686,23,0
5,1,B,A,1385,15,1
3,6,A,A,1317,19,0
3,3,B,B,573,23,1
3,4,B,B,87,21,1
5,3,A,A,551,19,1
4,4,B,A,266,7,1
3,3,A,B,554,9,1
3,9,A,B,814,15,0
2,1,B,A,999,15,1
3,8,A,B,8,19,0
5,11,B,B,1514,15,1
3,8,B,B,194,20,1
1,1,A,A,266,7,1
4,4,B,B,1260,19,1
4,3,B,B,1063,15,1
3,6,B,B,664,24,1
5,9,B,B,145,15,1
5,9,B,B,1589,23,1
4,5,A,B,851,15,0
2,2,B,B,1123,23,1
1,1,A,A,91,23,1
3,5,B,B,362,9,1
3,2,B,B,1514,15,1
5,5,A,A,1155,24,0
3,6,A,B,628,21,1
2,2,A,B,1360,24,1
3,3,B,B,474,23,1
3,3,B,B,1590,9,1
5,11,B,B,762,21,1
1,1,A,B,1368,23,0
5,7,B,B,458,20,0
3,2,A,A,1229,19,1
3,5,B,B,295,15,1
5,9,B,B,265,15,1
5,8,A,B,355,19,0
2,3,A,B,265,15,1
3,2,A,B,170,20,0
4,3,A,A,618,7,1
3,2,A,B,433,24,1
3,8,B,A,315,23,0
4,3,B,B,333,20,1
3,7,B,B,1337,20,1
5,3,A,B,953,24,0
5,3,B,B,251,19,1
4,3,B,B,253,21,1
3,8,A,A,1584,21,1
3,8,B,B,825,15,0
2,4,A,B,313,24,1
4,1,B,B,455,9,0
2,1,A,A,508,7,1
4,3,A,A,739,19,1
3,9,A,B,183,20,1
1,1,A,A,803,23,1
4,3,A,B,23,23,1
2,4,A,A,114,19,0
4,4,B,B,387,9,1
3,5,B,B,1077,9,1
3,1,A,A,264,20,1
3,5,B,B,264,20,1
2,4,A,B,264,20,1
3,2,A,A,1317,19,0
4,5,A,B,403,23,1
5,4,B,B,999,15,1
3,6,B,B,519,15,0
5,1,A,A,1118,9,1
2,1,A,B,870,9,1
5,5,A,B,1454,21,1
5,10,B,B,116,23,0
4,4,B,B,269,19,1
4,1,B,A,922,23,1
1,1,A,B,316,9,1
4,4,B,B,1527,19,1
3,7,B,B,239,15,1
4,4,B,B,500,24,1
3,5,A,A,506,24,1
4,2,B,A,1592,24,0
4,1,A,B,843,9,0
5,1,A,A,723,7,0
3,3,B,B,263,7,0
2,4,B,B,691,23,0
5,8,A,B,1255,23,1
3,9,A,A,1554,24,1
4,3,A,B,688,20,0
3,2,B,B,1392,9,1
5,3,B,B,1263,20,1
5,8,B,B,703,24,1
5,4,B,B,561,15,1
5,6,B,B,251,19,1
5,6,A,A,1424,23,1
3,4,B,B,932,20,0
5,1,B,A,846,20,0
5,2,B,B,713,23,1
3,3,A,A,1352,20,1
5,4,B,B,1032,21,0
2,1,B,B,13,20,0
3,1,B,B,1210,20,1
3,3,B,B,772,7,1
5,11,B,B,1375,21,0
5,7,B,B,262,24,0
5,2,B,B,262,24,0
5,3,B,B,262,24,0
4,5,B,B,268,15,1
4,1,B,B,362,9,1
3,7,B,B,262,24,0
5,7,B,B,36,15,0
1,1,A,A,675,24,1
5,1,A,B,554,9,1
4,3,A,B,192,21,1
5,1,A,B,1516,15,1
4,5,B,B,644,9,1
5,1,B,A,611,19,1
3,9,B,B,1168,19,0
3,9,A,A,702,19,0
5,9,B,B,559,15,0
1,1,A,A,1106,19,0
3,8,A,B,168,15,0
2,1,B,A,626,23,1
3,3,A,B,1297,15,1
4,5,B,B,204,24,0
4,4,B,B,375,7,1
3,7,A,B,733,15,1
4,4,A,A,768,23,1
2,2,B,B,1225,20,1
4,2,A,B,9,15,0
4,3,A,B,185,20,1
3,3,B,B,642,21,0
3,4,A,A,1502,7,1
4,4,B,B,116,23,0
5,10,B,B,349,20,1
3,5,A,B,625,20,1
3,9,A,B,699,21,0
3,8,B,B,759,15,1
3,1,A,A,1288,20,0
4,5,A,B,557,19,1
5,5,A,A,1436,24,1
5,7,B,B,856,24,0
3,5,A,A,1269,19,1
3,3,B,B,197,23,1
2,4,A,B,1123,23,1
2,1,B,B,1511,20,1
5,4,B,B,1545,23,1
5,7,A,A,1198,23,1
