match,round,player_choice,computer_choice,id,treatment,perfect_quiz
24,2,B,B,454,20,1
15,6,A,A,683,19,1
23,7,B,B,1039,15,0
23,6,B,B,1039,15,0
21,1,A,A,1361,7,0
12,2,A,A,156,23,0
11,1,A,A,1482,19,1
9,15,A,B,271,15,1
24,7,B,B,1039,15,0
46,1,A,B,887,9,1
25,2,B,B,1399,15,1
24,6,B,B,1039,15,0
9,1,B,A,276,7,0
6,3,B,B,1592,24,0
23,6,A,B,307,21,0
25,1,B,A,1162,7,1
19,2,B,B,59,20,0
53,2,B,B,723,7,0
24,3,B,B,1359,20,1
17,5,A,A,597,24,0
9,2,B,B,448,9,0
11,3,B,B,639,7,1
6,1,A,A,436,7,0
9,15,A,A,612,21,1
12,2,B,A,1303,24,1
21,1,A,A,715,7,1
8,6,A,B,568,19,1
6,1,B,A,1073,21,1
47,1,A,A,318,7,1
15,1,B,A,602,21,0
12,3,A,A,1482,19,1
11,3,A,A,486,7,1
10,1,B,A,64,7,0
24,1,A,A,1110,15,0
24,5,A,B,1239,23,0
22,1,B,B,123,20,0
6,3,A,A,242,24,1
12,4,A,A,1482,19,1
8,3,A,B,56,20,1
15,6,A,B,1037,19,1
20,3,B,B,703,24,1
14,1,B,B,1325,15,1
12,1,B,A,1564,20,1
11,2,B,B,1173,21,1
41,1,A,A,1035,7,1
15,8,A,A,1450,24,1
36,1,A,A,496,7,0
29,1,B,B,606,9,1
8,1,B,A,243,21,1
8,1,A,A,807,24,0
13,1,B,A,1173,21,1
20,1,A,A,64,7,0
25,1,A,B,1145,21,1
12,6,B,A,44,19,1
15,5,A,A,1482,19,1
14,1,B,A,174,20,1
12,2,B,B,602,21,0
10,4,B,B,444,21,1
23,2,A,A,1202,21,1
8,5,B,B,1040,23,0
9,7,A,A,681,23,1
15,6,A,A,1482,19,1
10,3,B,B,14,15,0
8,6,B,B,301,23,1
20,1,A,A,355,19,0
20,1,A,B,205,20,1
9,7,B,B,1040,23,0
20,4,B,B,1138,7,1
9,12,A,A,1040,23,0
9,2,B,A,64,7,0
8,1,A,A,1021,23,1
14,2,B,B,205,20,1
9,11,A,A,1040,23,0
9,16,A,A,1040,23,0
23,7,A,A,1517,24,0
53,1,A,B,342,9,1
21,1,A,A,481,23,1
9,13,B,B,359,19,1
24,7,A,B,256,20,0
15,5,B,B,522,19,1
9,5,B,B,1040,23,0
17,4,A,A,1482,19,1
10,1,B,B,1383,21,1
9,10,A,B,195,23,1
17,5,B,B,470,20,1
9,16,A,B,1036,19,0
23,5,A,B,785,21,1
6,1,A,B,172,21,1
20,4,B,B,8,19,0
12,1,A,A,1040,23,0
9,12,A,B,1018,20,0
12,4,A,A,1040,23,0
23,7,B,B,1479,19,1
20,4,B,B,1039,15,0
13,1,A,B,799,9,1
24,1,B,B,1003,9,0
17,5,A,A,1482,19,1
14,1,A,A,1533,20,0
10,1,A,B,1,9,1
15,6,B,A,131,20,1
43,2,A,B,1078,7,0
11,3,B,B,44,19,1
24,3,A,A,585,24,1
8,1,B,A,1011,24,1
12,1,B,A,1440,19,0
25,1,B,B,1584,21,1
14,2,B,B,937,21,1
17,1,B,B,773,21,1
17,3,A,A,1040,23,0
20,1,B,B,270,15,0
17,1,A,A,1040,23,0
10,1,B,B,96,20,1
17,1,A,A,1177,15,1
8,3,A,B,1402,9,1
12,2,B,A,269,19,1
9,6,B,B,393,15,1
9,6,B,B,1588,24,1
12,2,A,B,11,24,1
10,4,B,B,1165,20,1
11,1,A,A,551,19,1
26,1,B,B,383,9,1
11,1,A,A,261,19,1
19,1,B,B,316,9,1
10,2,A,A,1048,20,0
19,1,B,A,323,23,1
8,2,B,B,977,24,0
9,4,A,A,300,23,1
20,2,B,B,813,15,1
9,7,A,B,487,20,1
13,2,B,A,1112,7,1
23,6,B,B,666,21,1
9,8,A,B,232,23,1
16,1,A,A,1413,21,0
15,3,B,B,874,15,1
12,4,B,B,955,19,1
12,1,A,A,1289,7,1
6,2,B,B,1015,20,1
14,1,B,A,773,21,1
20,4,A,A,1038,7,0
25,2,A,B,1040,23,0
23,2,A,B,91,23,1
8,4,A,A,1345,19,1
37,1,B,A,377,7,1
10,1,A,B,1021,23,1
10,2,B,B,14,15,0
15,3,A,A,1410,7,1
12,5,B,B,1595,19,0
18,1,B,A,839,23,1
9,2,B,B,1393,15,1
21,2,A,A,961,19,0
21,1,A,A,407,24,0
53,2,B,B,455,9,0
11,1,A,A,540,19,0
22,2,A,A,1482,19,1
24,1,A,A,471,19,1
9,12,A,B,945,21,1
9,4,A,B,318,7,1
24,6,B,B,1555,24,1
30,2,B,B,448,9,0
23,4,A,A,1482,19,1
10,4,B,B,592,23,0
7,1,B,B,279,9,1
23,3,A,A,1482,19,1
48,1,B,B,1224,9,0
24,1,A,A,980,23,1
21,2,A,A,695,19,0
20,4,B,B,134,9,0
11,2,B,B,1519,20,0
8,2,B,B,1178,23,1
24,3,B,A,1139,20,0
42,2,B,B,971,9,0
19,2,B,B,573,23,1
23,7,A,A,198,19,1
24,6,B,B,552,23,1
20,4,B,B,1527,19,1
52,1,A,A,1319,7,1
23,1,A,B,807,24,0
24,2,B,B,636,15,0
44,1,B,B,104,9,0
20,4,B,B,1444,9,1
9,4,B,B,284,21,1
18,1,B,A,348,20,1
20,2,B,B,1140,24,0
8,4,B,B,664,24,1
9,14,B,B,161,21,1
13,2,A,B,52,24,0
24,3,B,A,145,15,1
9,13,A,A,1024,21,1
11,1,A,A,1433,19,1
23,6,A,A,518,21,1
12,1,B,B,346,15,1
22,1,B,B,669,15,1
9,6,B,A,1557,20,1
23,1,B,B,338,9,1
24,1,B,A,86,23,0
17,3,B,B,1383,21,1
9,12,A,A,691,23,0
19,1,A,A,545,7,1
17,1,B,A,1399,15,1
19,1,B,B,1023,15,1
9,16,B,B,310,24,0
17,1,B,B,1020,9,0
18,1,B,A,32,23,1
19,2,B,B,805,9,1
30,2,B,B,577,9,1
15,2,A,A,95,7,0
15,3,B,B,413,20,1
11,1,B,B,834,9,1
7,1,A,A,129,15,0
24,2,A,A,1482,19,1
10,1,B,B,1081,21,1
8,7,B,B,524,19,1
23,1,A,A,1268,23,1
23,7,B,B,300,23,1
23,3,B,B,1585,9,1
12,1,B,B,1041,21,1
12,2,B,B,1041,21,1
17,4,A,A,138,23,0
23,3,B,A,64,7,0
14,2,B,B,1451,19,1
28,3,A,A,486,7,1
46,1,B,A,1402,9,1
15,2,B,B,905,20,1
25,1,A,A,1482,19,1
9,12,B,B,277,24,0
15,3,B,B,1041,21,1
12,1,B,B,351,20,1
19,1,A,B,477,15,0
15,4,B,B,1041,21,1
15,4,A,A,806,19,0
9,11,A,A,588,19,1
10,2,A,A,255,19,0
10,3,B,B,1389,21,0
47,1,A,A,1124,7,1
13,2,A,A,717,7,1
9,13,B,B,960,21,0
17,5,B,B,1041,21,1
24,5,B,B,1453,15,0
23,7,B,B,1219,21,1
18,1,B,B,1041,21,1
19,1,B,A,1041,21,1
14,1,A,B,1064,20,1
20,4,B,B,1041,21,1
20,4,B,B,821,15,0
17,1,A,A,1229,19,1
10,2,A,B,419,23,1
24,8,B,A,701,21,1
12,3,B,B,242,24,1
9,12,B,B,1544,19,0
20,3,A,B,990,19,1
11,1,A,A,1568,19,1
23,5,B,B,1041,21,1
23,3,B,B,1041,21,1
9,1,B,A,127,7,1
23,4,B,B,145,15,1
24,2,B,B,120,20,1
43,1,B,A,375,7,1
9,6,B,B,950,15,1
24,4,B,B,985,24,1
14,1,B,A,196,19,1
12,1,A,B,842,21,1
11,2,A,A,1579,23,0
7,1,B,B,1577,15,0
17,3,B,B,762,21,1
24,1,B,B,1041,21,1
28,1,A,B,61,9,1
25,1,B,B,1041,21,1
23,5,B,B,862,7,0
14,2,B,B,17,20,0
36,1,A,A,276,7,0
6,2,A,B,1370,23,1
8,1,B,A,753,24,1
37,2,A,A,717,7,1
23,1,B,B,690,24,0
23,5,B,B,643,9,1
16,1,B,B,28,20,1
13,2,A,A,1004,21,0
10,3,B,B,1254,24,0
24,2,A,B,1007,24,0
12,1,A,A,262,24,0
8,4,B,B,200,15,1
9,15,B,B,358,23,1
8,2,A,A,1360,24,1
12,3,B,B,821,15,0
13,1,A,A,25,7,1
8,7,B,B,1297,15,1
14,1,A,A,423,19,1
28,3,A,B,1,9,1
23,1,A,A,215,19,0
47,1,A,A,306,7,1
10,4,A,B,1036,19,0
8,1,B,A,500,24,1
17,4,A,B,1600,20,1
12,3,B,B,1027,24,0
6,3,A,A,1569,21,1
12,5,B,A,1327,23,1
23,5,B,B,269,19,1
8,1,A,B,1042,9,1
8,7,B,B,1032,21,0
9,1,A,B,1042,9,1
15,2,A,A,858,19,0
9,2,A,B,1042,9,1
10,4,B,B,748,19,0
10,3,B,B,1263,20,1
8,2,A,A,776,24,1
12,4,B,B,976,15,1
9,8,B,B,800,15,1
50,1,B,A,680,7,0
25,1,B,B,172,21,1
12,2,B,A,1042,9,1
14,2,B,B,425,21,1
22,2,A,A,1076,19,1
9,10,B,B,520,23,0
22,2,B,B,18,21,0
9,12,B,B,844,15,1
17,3,B,B,707,19,1
18,1,B,B,1388,15,1
6,2,A,A,1319,7,1
10,4,B,B,137,21,0
24,6,B,B,879,20,0
19,1,A,B,1042,9,1
20,1,A,A,280,19,1
18,1,A,A,1354,19,1
15,8,A,A,385,15,1
9,13,A,B,635,20,1
11,2,A,A,255,19,0
7,1,A,A,520,23,0
21,1,B,B,1042,9,1
35,3,B,B,870,9,1
14,1,B,A,1599,24,0
17,1,B,B,590,15,0
23,1,A,B,1042,9,1
11,3,B,B,371,9,1
15,8,A,A,675,24,1
16,1,B,A,527,7,0
11,2,B,B,1487,15,1
25,1,B,B,1042,9,1
17,5,A,A,1456,21,1
20,4,B,A,86,23,0
27,1,B,B,1042,9,1
9,7,B,B,1412,19,1
15,8,B,B,586,21,1
28,2,B,B,1042,9,1
19,2,B,B,1400,23,1
23,3,B,B,211,7,0
17,1,B,B,911,9,0
8,5,A,A,1469,23,0
7,1,B,A,984,24,1
11,2,B,B,861,21,1
6,1,B,A,58,23,1
15,7,B,B,464,23,1
9,6,B,B,438,24,0
20,2,B,A,727,7,1
15,7,B,B,521,19,0
35,2,A,B,1042,9,1
14,1,A,B,1462,9,0
9,10,A,A,1409,23,1
15,2,A,B,843,9,0
17,3,B,A,319,21,1
12,3,B,B,415,9,0
17,4,B,B,640,15,1
16,1,A,A,251,19,1
12,2,B,B,1534,15,1
38,2,A,B,1042,9,1
23,5,B,B,970,19,1
9,5,A,B,622,19,0
24,1,B,A,1580,21,0
9,8,B,B,33,21,1
9,8,B,B,245,20,1
29,1,B,A,620,7,1
31,1,A,A,907,7,1
16,1,A,A,1239,23,0
40,1,B,B,16,9,1
9,9,A,B,429,19,0
9,15,B,B,604,23,0
23,1,B,B,713,23,1
7,1,A,A,1162,7,1
26,1,B,B,134,9,0
20,3,B,B,624,19,1
26,2,B,B,104,9,0
23,4,B,B,1403,24,0
11,1,B,A,1168,19,0
12,3,A,A,738,7,1
20,4,B,B,609,9,0
6,1,A,A,1024,21,1
9,5,A,A,105,20,0
55,1,B,B,1042,9,1
9,10,A,A,966,23,1
9,3,A,A,1445,24,1
9,14,B,B,1359,20,1
23,2,B,B,943,20,1
15,4,B,B,1141,19,1
15,7,A,B,256,20,0
24,4,A,B,522,19,1
12,1,A,A,537,24,1
8,1,B,A,455,9,0
19,1,B,B,363,20,1
6,2,B,B,262,24,0
24,6,B,B,682,15,1
21,2,B,B,102,19,0
12,2,A,A,776,24,1
19,2,A,A,952,23,0
11,2,A,A,29,15,1
23,2,B,B,177,23,1
17,1,A,B,18,21,0
8,5,B,B,1566,19,0
19,1,A,B,965,15,1
12,5,B,B,1328,15,0
6,3,B,B,1264,20,1
19,1,A,A,1024,21,1
8,3,B,B,1311,9,1
33,1,A,A,502,7,0
6,1,B,B,897,20,0
29,1,A,A,508,7,1
9,9,A,B,1577,15,0
37,3,B,B,1574,7,0
23,7,B,B,1263,20,1
21,2,B,B,679,21,1
7,1,A,A,1483,24,1
30,3,B,B,1331,9,1
7,1,B,B,1200,21,0
24,8,A,A,1110,15,0
19,1,A,A,1094,19,1
8,7,B,B,1270,20,1
17,1,B,A,710,23,0
9,2,B,B,1264,20,1
32,1,B,B,954,9,1
6,2,B,B,1043,23,1
6,1,B,A,1043,23,1
9,10,A,B,449,19,1
21,1,A,A,1254,24,0
15,8,B,B,1513,24,1
8,4,B,B,1043,23,1
24,4,A,B,1458,20,0
23,3,B,B,1475,19,1
24,3,A,A,1034,19,1
9,5,A,B,248,19,1
9,16,A,B,495,20,1
15,2,B,B,227,21,1
24,7,B,B,1141,19,1
9,3,B,B,1043,23,1
17,4,B,B,602,21,0
9,10,A,A,1373,20,0
25,1,B,B,305,15,1
23,5,A,B,84,21,1
24,4,A,A,835,23,1
45,1,B,A,726,9,1
9,10,B,B,1043,23,1
14,2,B,A,173,21,1
23,3,B,B,887,9,1
9,8,B,B,1043,23,1
9,9,A,B,1601,19,0
9,7,B,B,1043,23,1
12,4,A,A,1474,19,1
20,1,A,A,269,19,1
10,3,B,B,813,15,1
45,1,B,A,1146,9,1
8,3,B,B,1067,9,1
43,3,B,B,726,9,1
6,2,B,B,878,7,1
9,5,B,B,1357,20,1
24,4,B,B,477,15,0
9,8,B,B,1481,20,0
8,2,B,B,1343,19,1
12,4,B,B,745,21,1
23,7,A,A,1382,24,1
8,1,A,B,1,9,1
13,1,B,A,1230,19,1
6,1,B,B,895,15,0
14,1,B,A,1043,23,1
12,3,B,B,1449,7,1
24,3,B,B,63,15,1
9,7,A,A,635,20,1
23,7,A,A,165,24,1
35,3,B,B,1161,9,1
8,4,B,B,1483,24,1
40,1,B,A,1349,9,1
20,4,A,A,1314,19,0
15,5,B,B,1043,23,1
46,1,B,B,974,9,0
35,1,A,A,1271,7,0
24,4,A,A,1134,23,1
17,3,B,B,1043,23,1
14,1,A,A,956,23,1
10,4,B,B,1468,23,0
19,2,A,B,192,21,1
19,2,B,B,1043,23,1
10,3,B,B,1546,21,1
11,2,B,B,1392,9,1
49,1,A,A,216,7,1
12,2,B,A,921,24,1
20,2,A,A,1043,23,1
21,1,B,A,885,23,1
9,10,B,B,384,20,0
11,2,B,B,1511,20,1
11,2,A,B,340,20,1
15,8,B,B,775,20,1
42,3,B,B,1124,7,1
14,1,A,B,845,23,1
39,1,A,A,1271,7,0
44,1,B,A,1522,7,0
15,2,B,B,413,20,1
15,7,B,B,227,21,1
8,7,A,B,828,21,1
24,5,B,B,1484,24,1
9,14,B,B,261,19,1
24,7,B,A,1043,23,1
12,2,A,B,279,9,1
24,4,B,B,1043,23,1
13,2,B,A,155,7,1
9,7,B,B,1483,24,1
10,1,A,A,127,7,1
6,1,A,A,585,24,1
11,2,B,B,65,9,1
9,14,B,B,335,19,0
45,1,A,A,306,7,1
13,1,A,A,1358,24,1
10,4,B,B,700,24,1
19,2,B,B,479,9,1
23,2,B,B,63,15,1
13,2,A,A,1269,19,1
9,6,A,B,1369,19,0
44,2,B,B,647,7,0
6,1,B,A,312,21,1
9,16,B,B,1483,24,1
23,6,B,A,1293,24,1
9,8,B,B,1483,24,1
12,3,B,B,1074,24,1
34,1,B,A,356,7,1
23,4,B,B,938,7,0
6,1,A,A,72,19,1
20,4,A,A,1345,19,1
9,16,B,B,1577,15,0
10,2,B,B,337,19,1
8,5,B,A,514,23,1
24,2,B,B,237,15,1
9,8,B,B,797,24,0
10,2,A,A,1483,24,1
11,3,B,B,674,9,1
23,5,B,B,356,7,1
6,3,B,B,703,24,1
26,2,A,B,1434,7,1
42,1,A,A,650,7,1
9,11,A,B,215,19,0
17,1,B,A,349,20,1
10,4,A,B,1113,24,1
6,2,B,B,332,24,1
42,3,A,A,1460,7,1
37,3,B,B,1077,9,1
28,2,B,B,1404,9,1
10,1,B,A,381,7,1
11,3,A,B,1042,9,1
16,1,B,B,345,15,1
10,3,A,B,1322,15,1
25,2,A,A,482,21,1
6,2,A,A,1044,23,0
17,5,B,B,31,21,0
8,3,B,B,221,20,0
24,3,B,B,1235,21,1
23,2,B,B,1209,15,1
24,3,B,B,586,21,1
9,16,B,B,1200,21,0
16,1,B,A,990,19,1
15,7,B,B,849,20,0
20,3,B,B,346,15,1
9,13,A,A,966,23,1
15,5,B,B,1583,21,1
23,3,A,B,1217,20,0
8,1,A,A,1273,23,0
9,3,B,B,1044,23,0
17,5,B,B,722,15,1
35,2,A,A,48,7,0
42,3,B,B,742,9,1
24,2,A,A,984,24,1
20,2,B,B,600,21,1
9,8,B,B,18,21,0
13,1,A,A,1252,24,0
12,4,A,A,1483,24,1
9,3,B,B,680,7,0
19,2,B,B,239,15,1
9,11,B,B,1126,20,0
17,3,B,B,921,24,1
10,1,A,A,1044,23,0
14,2,B,B,1017,7,0
11,1,A,A,1044,23,0
17,3,A,A,1254,24,0
9,3,A,A,1409,23,1
12,6,B,B,1586,23,1
12,6,B,B,1044,23,0
13,2,B,B,1459,21,1
9,15,B,B,921,24,1
11,2,B,B,1233,9,1
13,2,B,B,494,19,1
23,4,B,B,954,9,1
13,1,A,B,515,15,1
9,3,B,A,985,24,1
6,2,B,B,1176,15,0
14,1,B,A,1357,20,1
26,2,B,B,503,7,1
9,2,B,B,668,24,1
30,1,B,A,1100,7,1
8,3,B,B,43,20,1
23,5,B,B,1164,20,1
14,2,A,A,149,24,1
15,3,B,B,1044,23,0
15,3,B,B,743,23,0
11,1,B,B,470,20,1
24,3,B,B,1586,23,1
17,5,A,B,1044,23,0
15,4,B,B,196,19,1
8,2,A,B,1598,21,1
15,3,A,B,886,7,0
9,1,B,A,294,7,1
9,14,A,B,404,23,0
51,1,A,A,113,7,1
15,3,B,B,709,24,1
11,2,B,B,1058,21,1
9,3,A,A,1303,24,1
36,3,B,A,175,7,1
54,1,A,B,241,9,1
8,3,B,A,1588,24,1
17,3,B,B,1549,20,1
20,3,B,B,718,15,1
40,1,B,B,853,9,1
21,2,B,B,228,20,1
23,4,B,B,886,7,0
23,7,A,B,1044,23,0
15,2,B,A,1169,7,0
9,12,B,B,1577,15,0
42,2,B,A,7,7,1
9,15,B,A,1557,20,1
15,4,A,A,1483,24,1
9,15,B,B,1081,21,1
10,2,B,B,624,19,1
18,1,B,B,63,15,1
9,5,A,B,195,23,1
7,1,A,B,221,20,0
14,2,A,B,1378,15,1
32,1,B,B,1402,9,1
17,3,B,B,63,15,1
9,7,B,B,514,23,1
6,3,B,B,1519,20,0
6,1,A,A,933,7,1
9,9,B,B,916,21,1
37,1,B,A,1150,7,0
25,2,B,B,1580,21,0
9,11,B,B,838,15,1
24,5,B,B,129,15,0
28,3,A,B,1042,9,1
8,2,B,B,1520,15,0
12,3,A,B,1047,23,0
11,3,B,A,864,15,0
23,3,B,B,285,9,1
9,7,B,B,1023,15,1
10,3,B,B,1251,15,1
19,1,A,B,1236,21,0
9,10,B,A,1415,24,0
36,2,B,B,1211,7,1
20,3,B,B,62,7,1
9,14,A,A,671,24,1
12,5,B,B,325,19,0
10,2,B,B,1487,15,1
23,3,A,A,429,19,0
12,3,B,B,881,21,1
47,1,B,A,1449,7,1
23,1,B,B,354,15,1
20,3,B,B,295,15,1
12,2,A,B,1058,21,1
9,6,B,B,9,15,0
37,2,B,B,577,9,1
16,1,B,B,1104,9,1
17,4,B,A,1024,21,1
13,2,A,B,936,23,0
20,3,A,A,1483,24,1
15,2,B,B,224,23,1
22,1,B,B,274,20,0
12,3,B,B,31,21,0
15,5,A,B,173,21,1
10,4,B,B,413,20,1
10,2,A,A,1411,19,1
15,2,A,A,193,23,1
8,3,B,B,73,23,1
23,1,A,A,326,19,0
8,3,B,B,1258,15,0
22,2,A,A,1483,24,1
11,3,A,A,1482,19,1
15,6,A,A,1278,23,0
10,1,B,B,1055,15,1
24,5,B,B,1379,15,1
36,2,A,A,1120,7,1
9,5,B,B,14,15,0
9,2,B,B,1045,19,1
23,7,B,B,891,24,1
11,2,B,B,667,21,1
23,7,B,B,1129,15,1
6,3,B,B,1258,15,0
35,4,B,B,1283,7,0
8,3,A,B,284,21,1
12,3,B,B,1045,19,1
13,2,A,B,1341,20,0
24,2,B,A,499,21,1
36,1,B,B,1020,9,0
8,2,B,B,941,21,0
9,1,B,A,1045,19,1
24,6,B,B,90,19,0
49,1,B,A,1112,7,1
10,1,B,A,1045,19,1
20,4,B,B,841,7,1
8,5,B,B,940,24,1
9,10,B,B,1022,20,1
12,2,A,A,1460,7,1
11,1,A,A,1045,19,1
11,2,A,A,1045,19,1
23,2,A,A,1390,19,1
12,4,A,A,1076,19,1
11,1,B,A,1098,24,0
35,1,A,B,1367,9,1
12,4,B,B,1045,19,1
22,2,B,B,1532,24,1
9,5,B,B,1370,23,1
13,1,B,A,1045,19,1
15,2,B,B,543,23,1
20,3,B,B,1396,21,0
15,7,B,B,280,19,1
12,4,A,A,215,19,0
12,3,B,B,1499,21,1
51,1,B,A,46,7,1
24,7,B,B,1073,21,1
20,1,B,B,928,9,1
37,1,B,B,971,9,0
50,1,B,B,132,9,1
22,2,B,B,1219,21,1
23,2,B,B,228,20,1
14,2,A,A,1284,23,1
13,1,A,B,63,15,1
15,2,B,B,1230,19,1
9,12,A,B,1369,19,0
12,2,B,B,1478,20,1
19,2,A,A,1045,19,1
11,2,B,B,1048,20,0
14,2,B,B,19,21,1
24,6,B,B,869,20,0
6,2,A,A,374,24,1
13,1,A,B,704,15,0
44,1,B,B,415,9,0
6,2,B,B,39,9,0
22,2,A,A,1045,19,1
25,2,B,B,1126,20,0
24,5,B,B,566,23,0
10,4,B,B,975,20,0
8,2,A,B,1268,23,1
17,5,B,B,1129,15,1
9,7,B,B,641,15,1
20,1,B,A,918,19,1
11,2,A,B,635,20,1
12,3,A,A,829,24,1
6,3,A,A,1074,24,1
9,9,B,B,1048,20,0
20,2,B,A,662,19,1
15,3,B,B,1064,20,1
12,3,B,A,83,24,1
12,4,A,A,1312,24,0
24,3,B,B,1483,24,1
6,2,B,B,96,20,1
20,3,A,B,1081,21,1
17,4,B,B,828,21,1
6,1,B,A,865,7,0
12,2,B,B,63,15,1
7,1,A,A,439,7,0
10,3,A,B,985,24,1
9,15,B,B,861,21,1
24,1,A,B,1070,20,0
14,1,B,A,1105,21,1
43,2,B,B,915,9,0
17,3,B,A,169,19,1
15,2,B,B,1296,9,0
20,4,B,B,202,23,0
30,3,B,B,805,9,1
9,12,B,B,693,24,1
12,5,B,B,1338,15,1
9,7,A,A,525,23,0
20,4,B,B,1361,7,0
8,2,B,B,917,9,1
9,15,B,B,551,19,1
19,1,B,A,1340,20,1
9,16,B,B,1324,19,1
12,1,A,B,86,23,0
20,3,B,B,557,19,1
48,1,B,A,1147,7,1
6,3,A,A,35,19,1
11,1,B,B,184,15,0
43,3,A,A,883,7,1
8,2,B,B,220,21,1
8,4,A,A,1187,24,1
24,5,B,B,1022,20,1
20,1,A,A,725,7,1
25,1,A,A,885,23,1
20,2,B,B,443,9,0
10,4,B,B,1007,24,0
15,7,A,A,1123,23,1
9,4,B,B,1577,15,0
46,1,B,A,276,7,0
15,4,A,A,1182,24,1
13,1,A,A,1596,24,1
24,1,B,B,536,15,1
25,1,B,B,1351,24,1
20,2,B,B,129,15,0
13,1,B,A,1247,24,1
33,2,A,A,69,7,1
17,5,B,B,1586,23,1
25,2,B,B,922,23,1
12,6,B,B,1566,19,0
22,1,B,B,104,9,0
9,4,B,B,455,9,0
10,1,A,A,1345,19,1
19,2,B,A,1568,19,1
9,3,A,B,13,20,0
23,5,B,B,628,21,1
8,1,B,A,1601,19,0
22,1,B,B,316,9,1
54,1,A,A,717,7,1
23,2,B,B,544,21,1
23,6,B,B,326,19,0
9,6,B,B,1600,20,1
16,1,B,B,87,21,1
23,5,B,B,1556,7,1
23,5,B,B,1303,24,1
17,2,A,B,673,21,1
6,3,A,B,662,19,1
15,4,B,B,791,19,1
19,1,B,A,379,7,0
24,8,B,B,1538,23,1
10,1,A,A,1046,24,0
10,2,B,A,892,19,1
23,3,B,B,1542,9,0
10,2,B,B,256,20,0
43,2,A,A,545,7,1
23,7,B,B,254,24,1
9,11,B,B,14,15,0
20,3,B,B,249,9,1
8,3,A,A,1006,7,1
21,2,B,B,296,23,1
23,2,B,B,932,20,0
9,4,B,B,63,15,1
9,11,B,B,719,20,1
8,3,B,B,731,21,1
13,2,A,A,1046,24,0
24,7,A,A,1409,23,1
9,5,B,B,491,19,1
12,4,B,B,1053,24,1
30,1,A,B,55,9,1
17,3,B,B,441,15,0
15,4,A,B,1494,24,0
15,7,A,A,1046,24,0
10,3,B,B,328,23,1
25,1,A,A,998,19,1
22,1,A,B,1217,20,0
9,2,A,B,56,20,1
20,2,B,B,301,23,1
9,1,B,A,523,20,1
17,2,A,B,1236,21,0
24,7,B,B,11,24,1
24,3,B,B,1185,15,1
9,14,B,B,1141,19,1
9,3,B,B,1287,15,1
20,2,B,B,1480,21,1
20,4,B,B,118,19,1
9,10,B,B,957,23,0
6,2,B,B,159,7,1
13,2,B,B,151,23,1
12,6,B,B,789,21,1
14,1,B,B,699,21,0
23,1,B,B,390,9,0
11,1,A,A,481,23,1
9,9,B,B,347,23,1
12,4,B,A,1496,24,0
11,3,A,B,319,21,1
16,1,A,A,508,7,1
23,2,B,B,136,21,1
23,2,A,A,1046,24,0
6,1,A,A,988,24,1
8,3,A,A,529,19,1
9,9,B,B,63,15,1
8,4,A,A,374,24,1
8,1,A,A,607,19,1
37,1,A,A,69,7,1
21,2,B,B,125,15,1
24,6,A,A,1046,24,0
9,3,A,A,786,19,1
17,2,A,A,957,23,0
42,1,B,A,639,7,1
35,3,B,B,517,7,0
12,1,B,A,797,24,0
8,3,B,B,104,9,0
22,2,B,B,171,20,1
25,1,A,A,1298,23,1
12,1,A,A,269,19,1
17,1,A,A,1136,21,0
10,3,B,B,123,20,0
30,1,B,B,989,9,0
13,2,A,A,1529,7,1
30,3,A,A,652,7,1
43,1,A,A,107,7,1
21,2,B,B,141,9,1
10,3,A,A,1212,15,0
14,1,B,A,1327,23,1
9,15,B,B,1257,21,0
19,1,B,A,1358,24,1
10,2,A,B,719,20,1
7,1,A,A,664,24,1
19,1,B,B,826,9,1
17,4,B,B,573,23,1
25,2,A,A,374,24,1
9,4,B,B,1555,24,1
17,5,A,A,218,15,1
17,1,B,A,791,19,1
18,1,B,B,575,20,0
6,1,B,A,296,23,1
12,5,B,B,12,19,0
48,1,B,B,1421,9,1
16,1,B,A,327,7,1
17,1,B,A,645,21,0
23,6,B,B,192,21,1
9,10,A,B,63,15,1
11,1,A,B,1013,20,1
12,5,A,A,837,19,1
22,2,B,B,1221,23,1
20,1,A,A,37,24,1
7,1,B,A,229,7,1
18,1,A,A,650,7,1
9,3,B,B,63,15,1
47,1,B,A,650,7,1
17,1,B,A,903,23,0
21,1,A,B,1472,15,1
9,9,B,B,67,24,1
12,2,B,B,420,20,1
9,2,A,A,633,24,1
9,8,B,B,561,15,1
9,11,B,B,1324,19,1
8,7,A,A,1047,23,0
11,3,B,B,369,21,1
10,4,B,B,120,20,1
9,14,B,B,1047,23,0
12,3,B,B,977,24,0
36,1,B,B,1118,9,1
9,15,B,B,1047,23,0
15,4,B,B,808,20,1
9,7,B,A,1047,23,0
9,13,B,B,645,21,0
6,3,B,B,1013,20,1
9,2,A,A,1047,23,0
9,13,B,B,1047,23,0
24,2,A,A,217,19,1
15,8,A,B,1070,20,0
23,4,A,A,671,24,1
6,2,B,B,1109,20,1
23,4,B,A,404,23,0
12,3,B,B,1463,20,1
9,6,B,B,678,19,0
10,2,A,B,1047,23,0
54,1,B,B,97,9,1
6,3,A,B,794,21,0
23,5,A,B,994,21,1
9,10,B,A,1430,20,0
19,2,B,B,731,21,1
19,1,B,B,942,15,1
9,11,A,B,1565,23,1
